id,name,score1,score2
7783,Student_7783,88,70
7784,Student_7784,97,77
7785,Student_7785,66,79
7786,Student_7786,50,86
7787,Student_7787,79,60
7788,Student_7788,98,75
7789,Student_7789,100,92
7790,Student_7790,63,97
7791,Student_7791,62,75
7792,Student_7792,93,55
7793,Student_7793,70,51
7794,Student_7794,67,50
7795,Student_7795,99,51
7796,Student_7796,72,97
7797,Student_7797,82,68
7798,Student_7798,70,81
7799,Student_7799,88,72
7800,Student_7800,61,95
7801,Student_7801,59,84
7802,Student_7802,78,65
7803,Student_7803,71,89
7804,Student_7804,97,55
7805,Student_7805,91,70
7806,Student_7806,96,76
7807,Student_7807,54,94
7808,Student_7808,98,98
7809,Student_7809,50,53
7810,Student_7810,91,85
7811,Student_7811,78,58
7812,Student_7812,67,88
7813,Student_7813,63,81
7814,Student_7814,61,73
7815,Student_7815,77,78
7816,Student_7816,65,56
7817,Student_7817,66,75
7818,Student_7818,91,77
7819,Student_7819,89,59
7820,Student_7820,65,69
7821,Student_7821,54,81
7822,Student_7822,97,52
7823,Student_7823,66,69
7824,Student_7824,67,98
7825,Student_7825,96,81
7826,Student_7826,98,85
7827,Student_7827,54,78
7828,Student_7828,78,87
7829,Student_7829,57,92
7830,Student_7830,99,78
7831,Student_7831,74,90
7832,Student_7832,76,59
7833,Student_7833,78,61
7834,Student_7834,56,62
7835,Student_7835,61,63
7836,Student_7836,58,93
7837,Student_7837,90,67
7838,Student_7838,51,91
7839,Student_7839,77,66
7840,Student_7840,58,81
7841,Student_7841,71,79
7842,Student_7842,68,86
7843,Student_7843,88,69
7844,Student_7844,58,78
7845,Student_7845,65,65
7846,Student_7846,80,68
7847,Student_7847,100,94
7848,Student_7848,55,66
7849,Student_7849,86,95
7850,Student_7850,53,98
7851,Student_7851,93,68
7852,Student_7852,75,70
7853,Student_7853,70,79
7854,Student_7854,71,81
7855,Student_7855,61,100
7856,Student_7856,64,79
7857,Student_7857,57,64
7858,Student_7858,51,51
7859,Student_7859,97,66
7860,Student_7860,87,70
7861,Student_7861,69,65
7862,Student_7862,62,74
7863,Student_7863,65,97
7864,Student_7864,60,76
7865,Student_7865,99,85
7866,Student_7866,57,96
7867,Student_7867,80,78
7868,Student_7868,78,68
7869,Student_7869,89,100
7870,Student_7870,51,88
7871,Student_7871,64,77
7872,Student_7872,79,54
7873,Student_7873,62,52
7874,Student_7874,74,52
7875,Student_7875,83,93
7876,Student_7876,99,92
7877,Student_7877,84,89
7878,Student_7878,67,92
7879,Student_7879,71,72
7880,Student_7880,54,76
7881,Student_7881,65,61
7882,Student_7882,53,65
7883,Student_7883,57,78
7884,Student_7884,84,81
7885,Student_7885,69,84
7886,Student_7886,80,53
7887,Student_7887,73,76
7888,Student_7888,81,85
7889,Student_7889,77,100
7890,Student_7890,61,79
7891,Student_7891,74,53
7892,Student_7892,78,96
7893,Student_7893,87,82
7894,Student_7894,80,95
7895,Student_7895,75,61
7896,Student_7896,89,92
7897,Student_7897,74,76
7898,Student_7898,74,94
7899,Student_7899,72,72
7900,Student_7900,67,67
7901,Student_7901,87,52
7902,Student_7902,82,80
7903,Student_7903,75,76
7904,Student_7904,71,91
7905,Student_7905,98,85
7906,Student_7906,77,78
7907,Student_7907,90,90
7908,Student_7908,90,85
7909,Student_7909,79,50
7910,Student_7910,62,67
7911,Student_7911,74,87
7912,Student_7912,90,63
7913,Student_7913,82,85
7914,Student_7914,57,61
7915,Student_7915,84,53
7916,Student_7916,66,91
7917,Student_7917,59,91
7918,Student_7918,72,75
7919,Student_7919,57,87
7920,Student_7920,76,82
7921,Student_7921,88,94
7922,Student_7922,98,59
7923,Student_7923,97,85
7924,Student_7924,84,78
7925,Student_7925,75,51
7926,Student_7926,84,89
7927,Student_7927,87,68
7928,Student_7928,86,98
7929,Student_7929,82,98
7930,Student_7930,53,97
7931,Student_7931,81,76
7932,Student_7932,85,94
7933,Student_7933,64,87
7934,Student_7934,97,99
7935,Student_7935,75,89
7936,Student_7936,91,80
7937,Student_7937,53,71
7938,Student_7938,96,89
7939,Student_7939,62,69
7940,Student_7940,57,69
7941,Student_7941,69,90
7942,Student_7942,100,66
7943,Student_7943,99,95
7944,Student_7944,77,85
7945,Student_7945,92,53
7946,Student_7946,71,63
7947,Student_7947,87,92
7948,Student_7948,73,88
7949,Student_7949,68,89
7950,Student_7950,83,61
7951,Student_7951,93,97
7952,Student_7952,62,75
7953,Student_7953,72,75
7954,Student_7954,75,86
7955,Student_7955,94,71
7956,Student_7956,51,66
7957,Student_7957,73,59
7958,Student_7958,54,80
7959,Student_7959,70,97
7960,Student_7960,72,59
7961,Student_7961,69,78
7962,Student_7962,67,80
7963,Student_7963,79,71
7964,Student_7964,63,70
7965,Student_7965,55,75
7966,Student_7966,77,80
7967,Student_7967,68,51
7968,Student_7968,94,82
7969,Student_7969,83,81
7970,Student_7970,94,79
7971,Student_7971,87,83
7972,Student_7972,53,89
7973,Student_7973,77,86
7974,Student_7974,53,54
7975,Student_7975,94,100
7976,Student_7976,77,89
7977,Student_7977,55,65
7978,Student_7978,60,63
7979,Student_7979,52,86
7980,Student_7980,88,66
7981,Student_7981,59,90
7982,Student_7982,79,73
7983,Student_7983,67,62
7984,Student_7984,67,73
7985,Student_7985,89,87
7986,Student_7986,55,90
7987,Student_7987,95,92
7988,Student_7988,60,65
7989,Student_7989,82,94
7990,Student_7990,76,80
7991,Student_7991,55,71
7992,Student_7992,76,60
7993,Student_7993,60,84
7994,Student_7994,65,85
7995,Student_7995,70,77
7996,Student_7996,97,62
7997,Student_7997,87,80
7998,Student_7998,51,95
7999,Student_7999,57,86
8000,Student_8000,57,91
8001,Student_8001,93,71
8002,Student_8002,89,91
8003,Student_8003,100,63
8004,Student_8004,67,100
8005,Student_8005,70,76
8006,Student_8006,96,61
8007,Student_8007,100,70
8008,Student_8008,88,99
8009,Student_8009,88,68
8010,Student_8010,59,90
8011,Student_8011,57,98
8012,Student_8012,85,60
8013,Student_8013,83,82
8014,Student_8014,69,95
8015,Student_8015,83,67
8016,Student_8016,81,57
8017,Student_8017,79,79
8018,Student_8018,87,88
8019,Student_8019,64,90
8020,Student_8020,78,57
8021,Student_8021,61,69
8022,Student_8022,59,62
8023,Student_8023,86,70
8024,Student_8024,77,55
8025,Student_8025,56,60
8026,Student_8026,100,63
8027,Student_8027,59,56
8028,Student_8028,68,95
8029,Student_8029,69,95
8030,Student_8030,65,55
8031,Student_8031,85,81
8032,Student_8032,74,70
8033,Student_8033,50,89
8034,Student_8034,88,90
8035,Student_8035,64,87
8036,Student_8036,81,56
8037,Student_8037,57,57
8038,Student_8038,51,91
8039,Student_8039,77,66
8040,Student_8040,52,55
8041,Student_8041,64,75
8042,Student_8042,99,94
8043,Student_8043,63,91
8044,Student_8044,53,60
8045,Student_8045,86,58
8046,Student_8046,90,88
8047,Student_8047,55,85
8048,Student_8048,86,53
8049,Student_8049,75,76
8050,Student_8050,80,99
8051,Student_8051,99,78
8052,Student_8052,77,86
8053,Student_8053,57,75
8054,Student_8054,93,87
8055,Student_8055,55,83
8056,Student_8056,79,59
8057,Student_8057,68,88
8058,Student_8058,83,52
8059,Student_8059,67,54
8060,Student_8060,64,88
8061,Student_8061,64,55
8062,Student_8062,59,88
8063,Student_8063,87,66
8064,Student_8064,57,95
8065,Student_8065,94,82
8066,Student_8066,100,69
8067,Student_8067,57,69
8068,Student_8068,65,80
8069,Student_8069,77,87
8070,Student_8070,57,98
8071,Student_8071,54,69
8072,Student_8072,96,97
8073,Student_8073,65,86
8074,Student_8074,81,74
8075,Student_8075,90,84
8076,Student_8076,68,67
8077,Student_8077,92,55
8078,Student_8078,54,79
8079,Student_8079,73,69
8080,Student_8080,74,98
8081,Student_8081,80,76
8082,Student_8082,91,86
8083,Student_8083,80,81
8084,Student_8084,87,88
8085,Student_8085,92,88
8086,Student_8086,51,52
8087,Student_8087,65,87
8088,Student_8088,78,61
8089,Student_8089,66,75
8090,Student_8090,80,96
8091,Student_8091,87,57
8092,Student_8092,100,88
8093,Student_8093,61,52
8094,Student_8094,84,76
8095,Student_8095,91,70
8096,Student_8096,82,87
8097,Student_8097,65,93
8098,Student_8098,53,90
8099,Student_8099,91,65
8100,Student_8100,87,65
8101,Student_8101,88,91
8102,Student_8102,65,50
8103,Student_8103,87,54
8104,Student_8104,83,84
8105,Student_8105,58,95
8106,Student_8106,56,73
8107,Student_8107,99,94
8108,Student_8108,99,61
8109,Student_8109,73,71
8110,Student_8110,63,77
8111,Student_8111,57,58
8112,Student_8112,71,89
8113,Student_8113,95,54
8114,Student_8114,95,88
8115,Student_8115,52,84
8116,Student_8116,81,86
8117,Student_8117,53,98
8118,Student_8118,58,50
8119,Student_8119,71,100
8120,Student_8120,89,52
8121,Student_8121,62,67
8122,Student_8122,53,75
8123,Student_8123,52,63
8124,Student_8124,66,96
8125,Student_8125,62,84
8126,Student_8126,83,76
8127,Student_8127,96,65
8128,Student_8128,65,90
8129,Student_8129,60,100
8130,Student_8130,67,62
8131,Student_8131,61,85
8132,Student_8132,52,97
8133,Student_8133,70,68
8134,Student_8134,86,52
8135,Student_8135,88,56
8136,Student_8136,52,63
8137,Student_8137,72,76
8138,Student_8138,82,71
8139,Student_8139,79,78
8140,Student_8140,93,94
8141,Student_8141,51,75
8142,Student_8142,71,73
8143,Student_8143,54,97
8144,Student_8144,74,83
8145,Student_8145,80,77
8146,Student_8146,72,80
8147,Student_8147,76,83
8148,Student_8148,75,61
8149,Student_8149,68,91
8150,Student_8150,90,91
8151,Student_8151,91,74
8152,Student_8152,100,76
8153,Student_8153,67,75
8154,Student_8154,93,68
8155,Student_8155,58,53
8156,Student_8156,54,73
8157,Student_8157,78,87
8158,Student_8158,52,72
8159,Student_8159,100,89
8160,Student_8160,52,54
8161,Student_8161,83,93
8162,Student_8162,63,83
8163,Student_8163,91,54
8164,Student_8164,78,50
8165,Student_8165,97,90
8166,Student_8166,71,87
8167,Student_8167,80,73
8168,Student_8168,85,98
8169,Student_8169,73,53
8170,Student_8170,90,95
8171,Student_8171,72,81
8172,Student_8172,63,57
8173,Student_8173,58,70
8174,Student_8174,55,67
8175,Student_8175,59,69
8176,Student_8176,58,66
8177,Student_8177,91,82
8178,Student_8178,75,93
8179,Student_8179,83,73
8180,Student_8180,74,71
8181,Student_8181,55,71
8182,Student_8182,67,83
8183,Student_8183,93,70
8184,Student_8184,90,93
8185,Student_8185,71,60
8186,Student_8186,75,68
8187,Student_8187,69,54
8188,Student_8188,62,93
8189,Student_8189,59,88
8190,Student_8190,98,65
8191,Student_8191,78,63
8192,Student_8192,56,59
8193,Student_8193,81,53
8194,Student_8194,61,68
8195,Student_8195,66,99
8196,Student_8196,70,98
8197,Student_8197,73,96
8198,Student_8198,54,100
8199,Student_8199,69,85
8200,Student_8200,66,96
8201,Student_8201,83,81
8202,Student_8202,59,79
8203,Student_8203,56,78
8204,Student_8204,57,64
8205,Student_8205,92,74
8206,Student_8206,91,75
8207,Student_8207,74,97
8208,Student_8208,60,79
8209,Student_8209,64,61
8210,Student_8210,96,73
8211,Student_8211,96,83
8212,Student_8212,65,53
8213,Student_8213,82,71
8214,Student_8214,55,66
8215,Student_8215,77,67
8216,Student_8216,95,61
8217,Student_8217,90,79
8218,Student_8218,63,91
8219,Student_8219,57,59
8220,Student_8220,59,53
8221,Student_8221,61,89
8222,Student_8222,52,59
8223,Student_8223,65,59
8224,Student_8224,91,99
8225,Student_8225,88,58
8226,Student_8226,59,71
8227,Student_8227,84,91
8228,Student_8228,100,56
8229,Student_8229,62,77
8230,Student_8230,63,73
8231,Student_8231,77,55
8232,Student_8232,69,58
8233,Student_8233,87,89
8234,Student_8234,59,53
8235,Student_8235,80,79
8236,Student_8236,58,57
8237,Student_8237,98,82
8238,Student_8238,82,82
8239,Student_8239,83,53
8240,Student_8240,92,61
8241,Student_8241,74,89
8242,Student_8242,81,67
8243,Student_8243,96,85
8244,Student_8244,73,69
8245,Student_8245,63,50
8246,Student_8246,65,98
8247,Student_8247,59,94
8248,Student_8248,98,80
8249,Student_8249,53,57
8250,Student_8250,86,93
8251,Student_8251,50,97
8252,Student_8252,90,91
8253,Student_8253,99,66
8254,Student_8254,86,96
8255,Student_8255,91,74
8256,Student_8256,54,98
8257,Student_8257,67,92
8258,Student_8258,90,96
8259,Student_8259,92,71
8260,Student_8260,54,77
8261,Student_8261,92,69
8262,Student_8262,92,62
8263,Student_8263,82,73
8264,Student_8264,53,98
8265,Student_8265,84,79
8266,Student_8266,99,79
8267,Student_8267,74,92
8268,Student_8268,85,70
8269,Student_8269,63,70
8270,Student_8270,67,88
8271,Student_8271,79,90
8272,Student_8272,59,69
8273,Student_8273,83,60
8274,Student_8274,57,61
8275,Student_8275,70,73
8276,Student_8276,94,67
8277,Student_8277,78,76
8278,Student_8278,76,95
8279,Student_8279,53,78
8280,Student_8280,96,87
8281,Student_8281,70,92
8282,Student_8282,68,50
8283,Student_8283,62,60
8284,Student_8284,80,78
8285,Student_8285,54,76
8286,Student_8286,96,82
8287,Student_8287,67,65
8288,Student_8288,57,70
8289,Student_8289,67,67
8290,Student_8290,72,60
8291,Student_8291,66,91
8292,Student_8292,80,93
8293,Student_8293,84,62
8294,Student_8294,89,67
8295,Student_8295,99,74
8296,Student_8296,92,87
8297,Student_8297,82,53
8298,Student_8298,73,61
8299,Student_8299,74,78
8300,Student_8300,68,90
8301,Student_8301,91,61
8302,Student_8302,62,97
8303,Student_8303,52,95
8304,Student_8304,92,68
8305,Student_8305,83,72
8306,Student_8306,79,81
8307,Student_8307,63,78
8308,Student_8308,73,95
8309,Student_8309,64,89
8310,Student_8310,76,83
8311,Student_8311,56,75
8312,Student_8312,75,84
8313,Student_8313,78,83
8314,Student_8314,98,97
8315,Student_8315,55,80
8316,Student_8316,91,93
8317,Student_8317,59,88
8318,Student_8318,95,72
8319,Student_8319,54,56
8320,Student_8320,68,68
8321,Student_8321,86,68
8322,Student_8322,83,68
8323,Student_8323,80,66
8324,Student_8324,93,89
8325,Student_8325,75,61
8326,Student_8326,90,73
8327,Student_8327,88,60
8328,Student_8328,60,89
8329,Student_8329,86,94
8330,Student_8330,64,54
8331,Student_8331,68,78
8332,Student_8332,74,97
8333,Student_8333,58,98
8334,Student_8334,79,82
8335,Student_8335,65,52
8336,Student_8336,97,58
8337,Student_8337,70,65
8338,Student_8338,70,62
8339,Student_8339,90,77
8340,Student_8340,60,78
8341,Student_8341,53,74
8342,Student_8342,78,95
8343,Student_8343,71,97
8344,Student_8344,75,81
8345,Student_8345,68,55
8346,Student_8346,95,97
8347,Student_8347,68,51
8348,Student_8348,99,60
8349,Student_8349,95,55
8350,Student_8350,70,76
8351,Student_8351,86,55
8352,Student_8352,76,91
8353,Student_8353,65,93
8354,Student_8354,81,75
8355,Student_8355,98,55
8356,Student_8356,69,56
8357,Student_8357,99,55
8358,Student_8358,61,89
8359,Student_8359,95,82
8360,Student_8360,96,50
8361,Student_8361,95,76
8362,Student_8362,86,98
8363,Student_8363,64,50
8364,Student_8364,53,65
8365,Student_8365,85,93
8366,Student_8366,77,71
8367,Student_8367,55,80
8368,Student_8368,90,57
8369,Student_8369,67,84
8370,Student_8370,84,79
8371,Student_8371,66,78
8372,Student_8372,92,99
8373,Student_8373,93,62
8374,Student_8374,92,94
8375,Student_8375,99,60
8376,Student_8376,94,88
8377,Student_8377,89,80
8378,Student_8378,93,57
8379,Student_8379,90,65
8380,Student_8380,75,60
8381,Student_8381,78,65
8382,Student_8382,68,83
8383,Student_8383,68,85
8384,Student_8384,67,55
8385,Student_8385,71,73
8386,Student_8386,69,76
8387,Student_8387,67,100
8388,Student_8388,67,55
8389,Student_8389,67,67
8390,Student_8390,80,57
8391,Student_8391,68,67
8392,Student_8392,52,98
8393,Student_8393,54,67
8394,Student_8394,99,77
8395,Student_8395,66,92
8396,Student_8396,73,71
8397,Student_8397,85,90
8398,Student_8398,50,52
8399,Student_8399,65,60
8400,Student_8400,87,99
8401,Student_8401,78,51
8402,Student_8402,84,68
8403,Student_8403,50,94
8404,Student_8404,93,80
8405,Student_8405,70,83
8406,Student_8406,99,63
8407,Student_8407,59,83
8408,Student_8408,54,74
8409,Student_8409,87,50
8410,Student_8410,84,74
8411,Student_8411,96,89
8412,Student_8412,92,99
8413,Student_8413,74,51
8414,Student_8414,82,68
8415,Student_8415,98,90
8416,Student_8416,71,79
8417,Student_8417,55,51
8418,Student_8418,81,50
8419,Student_8419,100,95
8420,Student_8420,100,59
8421,Student_8421,60,58
8422,Student_8422,53,72
8423,Student_8423,99,96
8424,Student_8424,91,63
8425,Student_8425,95,61
8426,Student_8426,100,87
8427,Student_8427,50,51
8428,Student_8428,95,96
8429,Student_8429,66,100
8430,Student_8430,99,63
8431,Student_8431,90,74
8432,Student_8432,81,85
8433,Student_8433,87,93
8434,Student_8434,76,54
8435,Student_8435,89,92
8436,Student_8436,95,56
8437,Student_8437,51,97
8438,Student_8438,64,77
8439,Student_8439,97,95
8440,Student_8440,93,54
8441,Student_8441,63,67
8442,Student_8442,83,65
8443,Student_8443,57,77
8444,Student_8444,73,50
8445,Student_8445,98,83
8446,Student_8446,53,54
8447,Student_8447,97,54
8448,Student_8448,74,95
8449,Student_8449,59,90
8450,Student_8450,78,73
8451,Student_8451,55,50
8452,Student_8452,67,62
8453,Student_8453,82,62
8454,Student_8454,98,83
8455,Student_8455,98,97
8456,Student_8456,51,51
8457,Student_8457,70,82
8458,Student_8458,88,76
8459,Student_8459,98,54
8460,Student_8460,54,75
8461,Student_8461,73,68
8462,Student_8462,99,67
8463,Student_8463,57,83
8464,Student_8464,98,52
8465,Student_8465,85,59
8466,Student_8466,77,90
8467,Student_8467,93,77
8468,Student_8468,86,82
8469,Student_8469,84,69
8470,Student_8470,99,86
8471,Student_8471,61,72
8472,Student_8472,76,85
8473,Student_8473,77,66
8474,Student_8474,74,90
8475,Student_8475,92,70
8476,Student_8476,69,92
8477,Student_8477,51,83
8478,Student_8478,77,69
8479,Student_8479,71,82
8480,Student_8480,65,60
8481,Student_8481,87,79
8482,Student_8482,100,74
8483,Student_8483,70,50
8484,Student_8484,85,81
8485,Student_8485,66,93
8486,Student_8486,52,61
8487,Student_8487,89,95
8488,Student_8488,50,73
8489,Student_8489,79,76
8490,Student_8490,100,62
8491,Student_8491,90,92
8492,Student_8492,74,56
8493,Student_8493,72,54
8494,Student_8494,95,50
8495,Student_8495,58,63
8496,Student_8496,98,53
8497,Student_8497,100,100
8498,Student_8498,87,65
8499,Student_8499,90,87
8500,Student_8500,67,83
8501,Student_8501,50,65
8502,Student_8502,63,50
8503,Student_8503,78,59
8504,Student_8504,89,54
8505,Student_8505,78,61
8506,Student_8506,77,88
8507,Student_8507,88,78
8508,Student_8508,90,62
8509,Student_8509,62,63
8510,Student_8510,58,73
8511,Student_8511,95,62
8512,Student_8512,61,62
8513,Student_8513,67,89
8514,Student_8514,69,65
8515,Student_8515,82,67
8516,Student_8516,78,84
8517,Student_8517,67,96
8518,Student_8518,84,52
8519,Student_8519,50,88
8520,Student_8520,86,86
8521,Student_8521,80,92
8522,Student_8522,100,53
8523,Student_8523,63,89
8524,Student_8524,57,98
8525,Student_8525,57,98
8526,Student_8526,80,66
8527,Student_8527,53,53
8528,Student_8528,99,72
8529,Student_8529,58,91
8530,Student_8530,89,87
8531,Student_8531,96,73
8532,Student_8532,91,69
8533,Student_8533,72,51
8534,Student_8534,52,67
8535,Student_8535,57,89
8536,Student_8536,61,50
8537,Student_8537,72,78
8538,Student_8538,78,100
8539,Student_8539,70,86
8540,Student_8540,100,85
8541,Student_8541,55,51
8542,Student_8542,77,100
8543,Student_8543,57,91
8544,Student_8544,68,88
8545,Student_8545,72,52
8546,Student_8546,74,68
8547,Student_8547,75,86
8548,Student_8548,83,92
8549,Student_8549,66,98
8550,Student_8550,60,96
8551,Student_8551,53,77
8552,Student_8552,93,84
8553,Student_8553,99,75
8554,Student_8554,50,83
8555,Student_8555,66,89
8556,Student_8556,74,54
8557,Student_8557,76,67
8558,Student_8558,75,75
8559,Student_8559,99,87
8560,Student_8560,79,58
8561,Student_8561,91,72
8562,Student_8562,56,78
8563,Student_8563,65,91
8564,Student_8564,76,70
8565,Student_8565,87,72
8566,Student_8566,80,66
8567,Student_8567,57,66
8568,Student_8568,83,51
8569,Student_8569,54,65
8570,Student_8570,80,54
8571,Student_8571,65,95
8572,Student_8572,88,71
8573,Student_8573,89,53
8574,Student_8574,85,66
8575,Student_8575,74,79
8576,Student_8576,62,98
8577,Student_8577,73,64
8578,Student_8578,86,97
8579,Student_8579,67,98
8580,Student_8580,68,50
8581,Student_8581,50,54
8582,Student_8582,98,61
8583,Student_8583,92,70
8584,Student_8584,71,70
8585,Student_8585,94,96
8586,Student_8586,84,64
8587,Student_8587,91,96
8588,Student_8588,98,65
8589,Student_8589,85,85
8590,Student_8590,71,93
8591,Student_8591,54,78
8592,Student_8592,72,55
8593,Student_8593,79,74
8594,Student_8594,82,74
8595,Student_8595,97,56
8596,Student_8596,77,86
8597,Student_8597,55,70
8598,Student_8598,95,51
8599,Student_8599,57,80
8600,Student_8600,100,86
8601,Student_8601,78,66
8602,Student_8602,50,67
8603,Student_8603,51,72
8604,Student_8604,55,100
8605,Student_8605,96,86
8606,Student_8606,57,67
8607,Student_8607,100,72
8608,Student_8608,78,79
8609,Student_8609,79,67
8610,Student_8610,51,66
8611,Student_8611,71,76
8612,Student_8612,83,58
8613,Student_8613,76,61
8614,Student_8614,81,76
8615,Student_8615,57,57
8616,Student_8616,61,94
8617,Student_8617,72,70
8618,Student_8618,60,85
8619,Student_8619,62,57
8620,Student_8620,98,55
8621,Student_8621,86,68
8622,Student_8622,94,98
8623,Student_8623,75,82
8624,Student_8624,58,56
8625,Student_8625,52,73
8626,Student_8626,71,93
8627,Student_8627,91,62
8628,Student_8628,53,80
8629,Student_8629,69,85
8630,Student_8630,76,57
8631,Student_8631,100,79
8632,Student_8632,63,72
8633,Student_8633,51,71
8634,Student_8634,67,81
8635,Student_8635,67,89
8636,Student_8636,85,53
8637,Student_8637,76,68
8638,Student_8638,63,85
8639,Student_8639,92,85
8640,Student_8640,84,64
8641,Student_8641,77,63
8642,Student_8642,91,58
8643,Student_8643,72,58
8644,Student_8644,61,55
8645,Student_8645,82,62
8646,Student_8646,54,87
8647,Student_8647,87,76
8648,Student_8648,76,98
8649,Student_8649,92,62
8650,Student_8650,76,63
8651,Student_8651,92,70
8652,Student_8652,87,82
8653,Student_8653,68,78
8654,Student_8654,50,58
8655,Student_8655,77,80
8656,Student_8656,60,64
8657,Student_8657,50,58
8658,Student_8658,55,89
8659,Student_8659,54,81
8660,Student_8660,67,89
8661,Student_8661,58,74
8662,Student_8662,54,95
8663,Student_8663,63,52
8664,Student_8664,80,89
8665,Student_8665,97,70
8666,Student_8666,75,97
8667,Student_8667,84,73
8668,Student_8668,65,59
8669,Student_8669,64,88
8670,Student_8670,85,77
8671,Student_8671,66,70
8672,Student_8672,79,90
8673,Student_8673,85,63
8674,Student_8674,90,92
8675,Student_8675,56,50
8676,Student_8676,72,73
8677,Student_8677,87,75
8678,Student_8678,57,50
8679,Student_8679,57,97
8680,Student_8680,58,58
8681,Student_8681,61,79
8682,Student_8682,72,98
8683,Student_8683,61,75
8684,Student_8684,56,69
8685,Student_8685,93,66
8686,Student_8686,60,63
8687,Student_8687,77,81
8688,Student_8688,70,69
8689,Student_8689,95,75
8690,Student_8690,62,83
8691,Student_8691,94,61
8692,Student_8692,63,68
8693,Student_8693,55,99
8694,Student_8694,92,89
8695,Student_8695,58,51
8696,Student_8696,60,84
8697,Student_8697,63,99
8698,Student_8698,59,90
8699,Student_8699,80,95
8700,Student_8700,87,76
8701,Student_8701,70,54
8702,Student_8702,65,64
8703,Student_8703,63,97
8704,Student_8704,78,76
8705,Student_8705,91,51
8706,Student_8706,56,60
8707,Student_8707,73,60
8708,Student_8708,89,62
8709,Student_8709,98,93
8710,Student_8710,91,100
8711,Student_8711,70,75
8712,Student_8712,63,81
8713,Student_8713,62,58
8714,Student_8714,52,52
8715,Student_8715,100,65
8716,Student_8716,51,78
8717,Student_8717,53,55
8718,Student_8718,63,60
8719,Student_8719,93,55
8720,Student_8720,56,70
8721,Student_8721,66,76
8722,Student_8722,57,91
8723,Student_8723,52,95
8724,Student_8724,89,75
8725,Student_8725,83,87
8726,Student_8726,66,95
8727,Student_8727,64,73
8728,Student_8728,79,60
8729,Student_8729,83,59
8730,Student_8730,69,67
8731,Student_8731,91,91
8732,Student_8732,53,76
8733,Student_8733,59,99
8734,Student_8734,85,74
8735,Student_8735,75,83
8736,Student_8736,77,71
8737,Student_8737,89,62
8738,Student_8738,57,83
8739,Student_8739,74,70
8740,Student_8740,58,97
8741,Student_8741,88,79
8742,Student_8742,66,75
8743,Student_8743,70,58
8744,Student_8744,71,61
8745,Student_8745,67,98
8746,Student_8746,66,78
8747,Student_8747,82,94
8748,Student_8748,85,62
8749,Student_8749,52,65
8750,Student_8750,94,60
8751,Student_8751,99,58
8752,Student_8752,90,77
8753,Student_8753,65,89
8754,Student_8754,57,60
8755,Student_8755,55,65
8756,Student_8756,95,90
8757,Student_8757,67,82
8758,Student_8758,63,94
8759,Student_8759,89,97
8760,Student_8760,52,91
8761,Student_8761,98,61
8762,Student_8762,88,87
8763,Student_8763,82,67
8764,Student_8764,92,68
8765,Student_8765,84,90
8766,Student_8766,89,80
8767,Student_8767,90,62
8768,Student_8768,75,89
8769,Student_8769,90,92
8770,Student_8770,90,94
8771,Student_8771,79,53
8772,Student_8772,81,70
8773,Student_8773,58,95
8774,Student_8774,59,63
8775,Student_8775,71,82
8776,Student_8776,53,65
8777,Student_8777,52,63
8778,Student_8778,56,96
8779,Student_8779,56,84
8780,Student_8780,98,83
8781,Student_8781,89,95
8782,Student_8782,72,70
8783,Student_8783,92,55
8784,Student_8784,91,99
8785,Student_8785,81,70
8786,Student_8786,63,65
8787,Student_8787,60,96
8788,Student_8788,65,69
8789,Student_8789,58,74
8790,Student_8790,99,56
8791,Student_8791,82,85
8792,Student_8792,87,100
8793,Student_8793,83,76
8794,Student_8794,72,72
8795,Student_8795,94,70
8796,Student_8796,70,96
8797,Student_8797,67,55
8798,Student_8798,59,66
8799,Student_8799,97,72
8800,Student_8800,63,65
8801,Student_8801,52,72
8802,Student_8802,63,82
8803,Student_8803,73,96
8804,Student_8804,84,51
8805,Student_8805,59,59
8806,Student_8806,55,59
8807,Student_8807,62,67
8808,Student_8808,75,63
8809,Student_8809,65,99
8810,Student_8810,78,84
8811,Student_8811,96,64
8812,Student_8812,91,68
8813,Student_8813,68,80
8814,Student_8814,98,65
8815,Student_8815,94,80
8816,Student_8816,71,51
8817,Student_8817,60,70
8818,Student_8818,50,72
8819,Student_8819,85,56
8820,Student_8820,99,74
8821,Student_8821,69,50
8822,Student_8822,65,82
8823,Student_8823,68,83
8824,Student_8824,93,76
8825,Student_8825,67,54
8826,Student_8826,53,82
8827,Student_8827,93,92
8828,Student_8828,95,93
8829,Student_8829,63,71
8830,Student_8830,97,77
8831,Student_8831,55,95
8832,Student_8832,66,98
8833,Student_8833,58,56
8834,Student_8834,89,98
8835,Student_8835,70,91
8836,Student_8836,100,72
8837,Student_8837,60,97
8838,Student_8838,100,69
8839,Student_8839,87,78
8840,Student_8840,53,94
8841,Student_8841,68,86
8842,Student_8842,67,61
8843,Student_8843,54,93
8844,Student_8844,61,99
8845,Student_8845,64,77
8846,Student_8846,63,99
8847,Student_8847,56,100
8848,Student_8848,53,57
8849,Student_8849,58,77
8850,Student_8850,86,51
8851,Student_8851,62,92
8852,Student_8852,83,89
8853,Student_8853,68,89
8854,Student_8854,51,76
8855,Student_8855,70,95
8856,Student_8856,66,91
8857,Student_8857,78,75
8858,Student_8858,53,88
